State,Year,Pop_Est,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Median AQI,Yes,No,Pollution_Index,Access_Index,Adjusted_Pollution,Env_Health_Burden,Health_Access_Category
Alaska,1983,488418.0,340.0,196.0,70.0,23.0,10.0,0.0,89.0,,,0.0516431924882629,0.8103333333333335,0.014959311424100152,0.085,Moderate Access
Alaska,1984,513704.0,307.0,195.0,35.0,5.0,8.0,0.0,90.0,,,0.0236363636363636,0.8103333333333335,0.006846666666666655,0.08,Moderate Access
Alaska,1985,532496.0,296.0,198.0,40.0,11.0,3.0,0.0,100.0,,,0.0255474452554744,0.8103333333333335,0.007400243309002417,0.08,Moderate Access
Alaska,1986,544269.0,601.0,263.0,39.0,9.0,1.0,0.0,113.0,,,0.0109529025191675,0.8103333333333335,0.0031726907630521854,0.078,Moderate Access
Alaska,1987,539310.0,888.0,212.0,24.0,3.0,0.0,0.0,120.0,,,0.0026619343389529,0.8103333333333335,0.0007710736468500232,0.076,Moderate Access
Alaska,1988,541984.0,1148.0,225.0,24.0,5.0,0.0,0.0,139.0,,,0.0035663338088445,0.8103333333333335,0.0010330480266286233,0.076,Moderate Access
Alaska,1989,547160.0,1460.0,245.0,15.0,2.0,0.0,0.0,143.0,,,0.0011614401858304,0.8103333333333335,0.0003364305071622058,0.076,Moderate Access
Alaska,1990,553290.0,1665.0,268.0,29.0,4.0,1.0,0.0,158.0,,,0.0025419420437214,0.8103333333333335,0.0007363158786646321,0.076,Moderate Access
Alaska,1991,570193.0,1541.0,270.0,25.0,2.0,0.0,2.0,141.0,,,0.0021739130434782,0.8103333333333335,0.0006297101449275186,0.076,Moderate Access
Alaska,1992,588736.0,1403.0,268.0,20.0,2.0,0.0,4.0,137.0,,,0.0035356511490866,0.8103333333333335,0.001024160282852085,0.076,Moderate Access
Alaska,1993,599432.0,1400.0,261.0,18.0,1.0,0.0,0.0,142.0,,,0.000595238095238,0.8103333333333335,0.0001724206349206073,0.076,Moderate Access
Alaska,1994,603308.0,1280.0,208.0,11.0,1.0,0.0,0.0,129.0,,,0.0006666666666666,0.8103333333333335,0.00019311111111109175,0.076,Moderate Access
Alaska,1995,604412.0,1171.0,204.0,15.0,1.0,0.0,0.0,133.0,84.7,15.3,0.0007189072609633,0.8103333333333335,0.00020824346992570254,0.076,Moderate Access
Alaska,1995,604412.0,1171.0,204.0,15.0,1.0,0.0,0.0,133.0,83.6,16.4,0.0007189072609633,0.8103333333333335,0.00020824346992570254,0.076,Moderate Access
Alaska,1996,608569.0,1093.0,201.0,7.0,0.0,0.0,0.0,114.0,78.2,21.8,0.0,0.8103333333333335,0.0,0.076,Moderate Access
Alaska,1996,608569.0,1093.0,201.0,7.0,0.0,0.0,0.0,114.0,79.2,20.8,0.0,0.8103333333333335,0.0,0.076,Moderate Access
Alaska,1997,612968.0,1040.0,154.0,4.0,1.0,0.0,0.0,111.0,77.2,22.8,0.0008340283569641,0.8103333333333335,0.0002415902140672676,0.076,Moderate Access
Alaska,1997,612968.0,1040.0,154.0,4.0,1.0,0.0,0.0,111.0,78.7,21.3,0.0008340283569641,0.8103333333333335,0.0002415902140672676,0.076,Moderate Access
Alaska,1998,619932.0,938.0,146.0,4.0,1.0,0.0,0.0,121.0,79.2,20.8,0.0009182736455463,0.8103333333333335,0.00026599326599324486,0.076,Moderate Access
Alaska,1998,619932.0,938.0,146.0,4.0,1.0,0.0,0.0,121.0,78.2,21.8,0.0009182736455463,0.8103333333333335,0.00026599326599324486,0.076,Moderate Access
Alaska,1999,624779.0,1030.0,124.0,9.0,2.0,0.0,0.0,131.0,76.7,23.3,0.0017167381974248,0.8103333333333335,0.0004972818311873837,0.076,Moderate Access
Alaska,1999,624779.0,1030.0,124.0,9.0,2.0,0.0,0.0,131.0,75.2,24.8,0.0017167381974248,0.8103333333333335,0.0004972818311873837,0.076,Moderate Access
Alaska,2000,627963.0,1058.0,146.0,11.0,3.0,0.0,0.0,136.0,80.9,19.1,0.0024630541871921,0.8103333333333335,0.0007134646962233116,0.076,Moderate Access
Alaska,2000,627963.0,1058.0,146.0,11.0,3.0,0.0,0.0,136.0,81.9,18.1,0.0024630541871921,0.8103333333333335,0.0007134646962233116,0.076,Moderate Access
Alaska,2001,633714.0,1049.0,153.0,8.0,0.0,0.0,0.0,157.0,81.2,18.8,0.0,0.8103333333333335,0.0,0.076,Moderate Access
Alaska,2002,642337.0,1216.0,127.0,8.0,1.0,0.0,0.0,147.0,80.9,19.1,0.0007396449704142,0.8103333333333335,0.00021425049309664655,0.076,Moderate Access
Alaska,2003,648414.0,1249.0,85.0,3.0,1.0,0.0,1.0,125.0,80.8,19.2,0.0014936519790888,0.8103333333333335,0.00043266118994272234,0.076,Moderate Access
Alaska,2003,648414.0,1249.0,85.0,3.0,1.0,0.0,1.0,125.0,82.5,17.5,0.0014936519790888,0.8103333333333335,0.00043266118994272234,0.076,Moderate Access
Alaska,2004,659286.0,1433.0,94.0,7.0,4.0,3.0,7.0,153.0,82.3,17.7,0.0090439276485788,0.8103333333333335,0.0026197243755383256,0.077,Moderate Access
Alaska,2004,659286.0,1433.0,94.0,7.0,4.0,3.0,7.0,153.0,83.5,16.5,0.0090439276485788,0.8103333333333335,0.0026197243755383256,0.077,Moderate Access
Alaska,2005,666946.0,1394.0,107.0,6.0,2.0,0.0,0.0,146.0,81.5,18.5,0.001325381047051,0.8103333333333335,0.00038391870996243966,0.076,Moderate Access
Alaska,2005,666946.0,1394.0,107.0,6.0,2.0,0.0,0.0,146.0,82.9,17.1,0.001325381047051,0.8103333333333335,0.00038391870996243966,0.076,Moderate Access
Alaska,2006,675302.0,1391.0,170.0,25.0,2.0,0.0,0.0,141.0,81.0,19.0,0.0012594458438287,0.8103333333333335,0.0003648194794290467,0.076,Moderate Access
Alaska,2006,675302.0,1391.0,170.0,25.0,2.0,0.0,0.0,141.0,82.5,17.5,0.0012594458438287,0.8103333333333335,0.0003648194794290467,0.076,Moderate Access
Alaska,2007,680300.0,1404.0,168.0,17.0,2.0,0.0,0.0,135.0,84.8,15.2,0.0012570710245128,0.8103333333333335,0.00036413157343387435,0.076,Moderate Access
Alaska,2007,680300.0,1404.0,168.0,17.0,2.0,0.0,0.0,135.0,83.4,16.6,0.0012570710245128,0.8103333333333335,0.00036413157343387435,0.076,Moderate Access
Alaska,2008,687455.0,1593.0,157.0,27.0,7.0,0.0,0.0,128.0,82.9,17.1,0.0039237668161434,0.8103333333333335,0.001136584454409538,0.077,Moderate Access
Alaska,2008,687455.0,1593.0,157.0,27.0,7.0,0.0,0.0,128.0,81.2,18.8,0.0039237668161434,0.8103333333333335,0.001136584454409538,0.077,Moderate Access
Alaska,2009,698895.0,1610.0,248.0,35.0,18.0,1.0,1.0,162.0,82.3,17.7,0.0104547830632514,0.8103333333333335,0.003028402160655155,0.078,Moderate Access
Alaska,2009,698895.0,1610.0,248.0,35.0,18.0,1.0,1.0,162.0,80.7,19.3,0.0104547830632514,0.8103333333333335,0.003028402160655155,0.078,Moderate Access
Alaska,2010,713982.0,1776.0,280.0,33.0,8.0,0.0,0.0,158.0,80.5,19.5,0.0038149737720553,0.8103333333333335,0.0011050707359720185,0.077,Moderate Access
Alaska,2010,713982.0,1776.0,280.0,33.0,8.0,0.0,0.0,158.0,82.4,17.6,0.0038149737720553,0.8103333333333335,0.0011050707359720185,0.077,Moderate Access
Alaska,2011,722349.0,1882.0,279.0,29.0,5.0,1.0,0.0,179.0,,,0.0027322404371584,0.8103333333333335,0.0007914389799635498,0.076,Moderate Access
Alaska,2012,730810.0,2070.0,292.0,21.0,25.0,2.0,0.0,176.0,,,0.0112033195020746,0.8103333333333335,0.003245228215767609,0.078,Moderate Access
Alaska,2013,737626.0,1952.0,255.0,38.0,29.0,0.0,0.0,163.0,,,0.0127528583992963,0.8103333333333335,0.003694077982996161,0.078,Moderate Access
Alaska,2014,737075.0,1746.0,349.0,47.0,50.0,2.0,0.0,187.0,,,0.023701002734731,0.8103333333333335,0.006865390458827079,0.08,Moderate Access
Alaska,2015,738430.0,1647.0,324.0,30.0,41.0,3.0,0.0,185.0,,,0.0215158924205378,0.8103333333333335,0.006232436837815782,0.08,Moderate Access
Alaska,2016,742575.0,1658.0,279.0,37.0,23.0,0.0,0.0,169.0,,,0.0115172759138708,0.8103333333333335,0.0033361709230512416,0.078,Moderate Access
Alaska,2017,740983.0,1718.0,226.0,31.0,21.0,0.0,0.0,154.0,,,0.0105210420841683,0.8103333333333335,0.0030475951903807504,0.078,Moderate Access
Alaska,2018,736624.0,1984.0,226.0,32.0,11.0,0.0,0.0,176.0,,,0.0048823790501553,0.8103333333333335,0.0014142624648616517,0.077,Moderate Access
Alaska,2019,733603.0,2127.0,295.0,31.0,21.0,1.0,4.0,173.0,,,0.0104881000403388,0.8103333333333335,0.003038052978351472,0.078,Moderate Access
Alaska,2020,732923.0,2143.0,150.0,19.0,20.0,0.0,0.0,142.0,,,0.0085763293310463,0.8103333333333335,0.0024842767295597448,0.077,Moderate Access
Alaska,2021,734182.0,1934.0,184.0,25.0,14.0,0.0,0.0,138.0,,,0.0064904960593416,0.8103333333333335,0.0018800803585226167,0.077,Moderate Access
Alaska,2022,733583.0,953.0,112.0,9.0,7.0,1.0,0.0,122.0,,,0.0073937153419593,0.8103333333333335,0.0021417128773875437,0.077,Moderate Access
Alaska,2023,,,,,,,,56.233,,,0.0,0.8103333333333335,0.0,0.076,Moderate Access
Alaska,2024,,,,,,,,59.31,,,12.23,0.8103333333333335,3.542623333333333,2.201,Moderate Access
Alaska,2025,,,,,,,,63.418,,,0.0,0.8103333333333335,0.0,0.076,Moderate Access
Arizona,1980,2737774.0,910.0,651.0,263.0,35.0,7.0,0.0,355.0,,,0.022508038585209,0.8195666666666667,0.006312004287245446,0.076,Moderate Access
Arizona,1981,2810108.0,1712.0,619.0,164.0,30.0,15.0,0.0,336.0,,,0.0177165354330708,0.8195666666666667,0.004968307086614156,0.075,Moderate Access
Arizona,1982,2889860.0,1739.0,635.0,180.0,29.0,7.0,0.0,334.0,,,0.0138996138996138,0.8195666666666667,0.0038979150579150313,0.075,Moderate Access
Arizona,1983,2968924.0,1875.0,589.0,144.0,47.0,9.0,0.0,238.0,,,0.021021021021021,0.8195666666666667,0.005894994994994991,0.076,Moderate Access
Arizona,1984,3067134.0,1587.0,589.0,157.0,57.0,6.0,0.0,229.0,,,0.0262938230383973,0.8195666666666667,0.0073736644407345515,0.077,Moderate Access
Arizona,1985,3183539.0,1256.0,648.0,168.0,38.0,8.0,0.0,409.0,,,0.0217186024551463,0.8195666666666667,0.006090620081838196,0.076,Moderate Access
Arizona,1986,3308261.0,650.0,639.0,123.0,22.0,2.0,0.0,455.0,,,0.0167130919220055,0.8195666666666667,0.0046869080779944105,0.075,Moderate Access
Arizona,1987,3437103.0,887.0,605.0,119.0,10.0,0.0,0.0,426.0,,,0.0061690314620604,0.8195666666666667,0.0017300020563438053,0.073,Moderate Access
Arizona,1988,3535183.0,1218.0,586.0,108.0,13.0,0.0,0.0,393.0,,,0.0067532467532467,0.8195666666666667,0.0018938354978354835,0.073,Moderate Access
Arizona,1989,3622184.0,1165.0,772.0,123.0,9.0,0.0,0.0,440.0,,,0.0043499275012083,0.8195666666666667,0.0012198646689221813,0.073,Moderate Access
Arizona,1990,3684097.0,1416.0,752.0,103.0,17.0,0.0,0.0,416.0,,,0.0074300699300699,0.8195666666666667,0.0020836392773892695,0.073,Moderate Access
Arizona,1991,3788576.0,1567.0,755.0,89.0,9.0,1.0,0.0,428.0,,,0.0041305245766212,0.8195666666666667,0.0011583367754371388,0.073,Moderate Access
Arizona,1992,3915740.0,1301.0,601.0,91.0,15.0,1.0,0.0,428.0,,,0.0079641612742658,0.8195666666666667,0.0022334162933466068,0.074,Moderate Access
Arizona,1993,4065440.0,1257.0,583.0,82.0,21.0,0.0,0.0,319.0,,,0.0108080288214101,0.8195666666666667,0.0030309315491507736,0.074,Moderate Access
Arizona,1994,4245089.0,1172.0,678.0,107.0,6.0,0.0,0.0,355.0,,,0.0030565461029037,0.8195666666666667,0.0008571574121242945,0.073,Moderate Access
Arizona,1995,4432499.0,1234.0,668.0,105.0,20.0,0.0,0.0,370.0,81.4,18.6,0.0098667982239763,0.8195666666666667,0.002766979115277088,0.074,Moderate Access
Arizona,1995,4432499.0,1234.0,668.0,105.0,20.0,0.0,0.0,370.0,84.8,15.2,0.0098667982239763,0.8195666666666667,0.002766979115277088,0.074,Moderate Access
Arizona,1996,4586940.0,1199.0,766.0,154.0,17.0,1.0,0.0,453.0,79.5,20.5,0.0084230229293401,0.8195666666666667,0.002362096396817943,0.074,Moderate Access
Arizona,1996,4586940.0,1199.0,766.0,154.0,17.0,1.0,0.0,453.0,83.0,17.0,0.0084230229293401,0.8195666666666667,0.002362096396817943,0.074,Moderate Access
Arizona,1997,4736990.0,1423.0,779.0,142.0,15.0,0.0,1.0,442.0,82.1,17.9,0.0067796610169491,0.8195666666666667,0.0019012429378530934,0.073,Moderate Access
Arizona,1997,4736990.0,1423.0,779.0,142.0,15.0,0.0,1.0,442.0,85.4,14.6,0.0067796610169491,0.8195666666666667,0.0019012429378530934,0.073,Moderate Access
Arizona,1998,4883342.0,1172.0,851.0,197.0,32.0,1.0,0.0,446.0,86.8,13.2,0.014647137150466,0.8195666666666667,0.004107545494895683,0.075,Moderate Access
Arizona,1998,4883342.0,1172.0,851.0,197.0,32.0,1.0,0.0,446.0,84.2,15.8,0.014647137150466,0.8195666666666667,0.004107545494895683,0.075,Moderate Access
Arizona,1999,5023823.0,1317.0,1031.0,280.0,26.0,0.0,0.0,566.0,85.8,14.2,0.0097965335342878,0.8195666666666667,0.0027472745541321096,0.074,Moderate Access
Arizona,1999,5023823.0,1317.0,1031.0,280.0,26.0,0.0,0.0,566.0,83.3,16.7,0.0097965335342878,0.8195666666666667,0.0027472745541321096,0.074,Moderate Access
Arizona,2000,5160586.0,1566.0,836.0,212.0,20.0,0.0,0.0,523.0,82.9,17.1,0.0075930144267274,0.8195666666666667,0.0021293343457352547,0.073,Moderate Access
Arizona,2000,5160586.0,1566.0,836.0,212.0,20.0,0.0,0.0,523.0,79.3,20.7,0.0075930144267274,0.8195666666666667,0.0021293343457352547,0.073,Moderate Access
Arizona,2001,5273477.0,1656.0,891.0,120.0,13.0,0.0,0.0,500.0,83.1,16.9,0.0048507462686567,0.8195666666666667,0.0013603109452736276,0.073,Moderate Access
Arizona,2002,5396255.0,1491.0,1070.0,196.0,24.0,1.0,0.0,561.0,83.9,16.1,0.0089863407620416,0.8195666666666667,0.0025200694943685337,0.074,Moderate Access
Arizona,2003,5510364.0,1896.0,1340.0,223.0,20.0,0.0,0.0,590.0,80.3,19.7,0.0057487783845932,0.8195666666666667,0.0016121490849860867,0.073,Moderate Access
Arizona,2003,5510364.0,1896.0,1340.0,223.0,20.0,0.0,0.0,590.0,83.3,16.7,0.0057487783845932,0.8195666666666667,0.0016121490849860867,0.073,Moderate Access
Arizona,2004,5652404.0,2194.0,1172.0,125.0,2.0,0.0,1.0,537.0,82.1,17.9,0.000858614768174,0.8195666666666667,0.00024078420148826215,0.072,Moderate Access
Arizona,2004,5652404.0,2194.0,1172.0,125.0,2.0,0.0,1.0,537.0,78.4,21.6,0.000858614768174,0.8195666666666667,0.00024078420148826215,0.072,Moderate Access
Arizona,2005,5839077.0,2252.0,1317.0,233.0,27.0,0.0,0.0,598.0,79.1,20.9,0.0070514494646121,0.8195666666666667,0.0019774614781927205,0.073,Moderate Access
Arizona,2005,5839077.0,2252.0,1317.0,233.0,27.0,0.0,0.0,598.0,74.8,25.2,0.0070514494646121,0.8195666666666667,0.0019774614781927205,0.073,Moderate Access
Arizona,2006,6029141.0,2163.0,1394.0,323.0,112.0,22.0,37.0,688.0,80.4,19.6,0.0422117995556652,0.8195666666666667,0.011837595655393716,0.079,Moderate Access
Arizona,2006,6029141.0,2163.0,1394.0,323.0,112.0,22.0,37.0,688.0,76.7,23.3,0.0422117995556652,0.8195666666666667,0.011837595655393716,0.079,Moderate Access
Arizona,2007,6167681.0,2164.0,1538.0,257.0,53.0,19.0,25.0,665.0,78.1,21.9,0.0239151873767258,0.8195666666666667,0.006706615713346474,0.076,Moderate Access
Arizona,2007,6167681.0,2164.0,1538.0,257.0,53.0,19.0,25.0,665.0,81.9,18.1,0.0239151873767258,0.8195666666666667,0.006706615713346474,0.076,Moderate Access
Arizona,2008,6280362.0,2139.0,1401.0,278.0,61.0,19.0,6.0,626.0,82.2,17.8,0.0220286885245901,0.8195666666666667,0.0061775785519125525,0.076,Moderate Access
Arizona,2008,6280362.0,2139.0,1401.0,278.0,61.0,19.0,6.0,626.0,78.4,21.6,0.0220286885245901,0.8195666666666667,0.0061775785519125525,0.076,Moderate Access
Arizona,2009,6343154.0,2575.0,1469.0,87.0,14.0,2.0,7.0,590.0,85.0,15.0,0.0055368319691863,0.8195666666666667,0.0015527122452254785,0.073,Moderate Access
